id_data,lokasi_awal_user,durasi_perjalanan,jumlah_hari,jumlah_orang,budget,segmen_budget,jenis_transportasi,preferensi_penginapan,preferensi_kategori,preferensi_aktivitas,nama_wisata,kategori_wisata,kota_tujuan,latitude,longitude,koordinat_destinasi,alamat,deskripsi_wisata,kecocokan_kategori,kecocokan_aktivitas,kecocokan_budget,kecocokan_jarak,estimasi_jarak_km,estimasi_waktu_menit,estimasi_biaya_transportasi,estimasi_biaya_penginapan,estimasi_biaya_makan,estimasi_biaya_tiket,total_estimasi_biaya,status_budget,label_rekomendasi
BDG-TRV-0187,Garut,1 hari,1,2,2821000,premium,mobil,tanpa penginapan,wisata tematik,belanja,Martabak San Francisco Bandung,wisata kuliner,Kota Bandung,-6.9026,107.6092,"-6.9026,107.6092","Jl. Burangrang, Lengkong, Kota Bandung",Martabak San Francisco Bandung adalah destinasi kuliner legendaris yang dikenal dengan pilihan martabak manis dan martabak telur.,0,0,1,0,103.96,168,624000,0,140000,30000,794000,sesuai,0
BDG-TRV-0188,Kabupaten Bandung,3 hari 2 malam,3,4,2730000,hemat,motor,nyaman,gunung,foto-foto,Tangkuban Perahu,gunung,Kabupaten Bandung Barat,-6.7596,107.6098,"-6.7596,107.6098","Cikahuripan, Lembang, Kabupaten Bandung Barat",Tangkuban Perahu adalah kawasan wisata gunung berapi dengan kawah alam yang populer untuk wisata alam dan edukasi geologi.,1,1,1,1,68.69,108,192000,1040000,840000,140000,2212000,sesuai,1
BDG-TRV-0189,Tasikmalaya,2 hari 1 malam,2,1,4834000,premium,motor,nyaman,cafe view,kuliner,Cafe D'Pakar Bandung,cafe view,Kota Bandung,-6.8398,107.6537,"-6.8398,107.6537","Dago Pakar, Ciburial, Cimenyan, Bandung","Cafe D'Pakar Bandung adalah tempat wisata kuliner dengan suasana alam sejuk, area outdoor, dan pemandangan pepohonan di kawasan Dago Pakar.",1,1,1,0,329.3,725,922000,520000,140000,20000,1602000,sesuai,0
BDG-TRV-0190,Kabupaten Bandung,1 hari,1,3,724000,hemat,mobil,tanpa penginapan,wisata kuliner,santai,Martabak San Francisco Bandung,wisata kuliner,Kota Bandung,-6.9026,107.6092,"-6.9026,107.6092","Jl. Burangrang, Lengkong, Kota Bandung",Martabak San Francisco Bandung adalah destinasi kuliner legendaris yang dikenal dengan pilihan martabak manis dan martabak telur.,1,1,0,0,223.59,435,1342000,0,210000,45000,1597000,melebihi budget,0
BDG-TRV-0191,Bogor,3 hari 2 malam,3,2,4982000,premium,mobil,hemat,religi,religi,Masjid Raya Bandung,wisata religi,Kota Bandung,-6.9216,107.6068,"-6.9216,107.6068","Jl. Dalem Kaum, Balonggede, Regol, Kota Bandung",Masjid Raya Bandung merupakan destinasi wisata religi di kawasan Alun-Alun Bandung dengan arsitektur megah dan suasana pusat kota yang ramai.,1,1,1,1,196.7,360,1180000,360000,420000,0,1960000,sesuai,1
BDG-TRV-0192,Bogor,2 hari 1 malam,2,4,1055000,hemat,transportasi umum,hemat,belanja,santai,Cihampelas Walk,mall,Kota Bandung,-6.894,107.6042,"-6.894,107.6042","Jl. Cihampelas No.160, Cipaganti, Coblong, Kota Bandung",Cihampelas Walk adalah pusat belanja dan kuliner dengan konsep ruang terbuka yang cocok untuk jalan santai dan hiburan keluarga.,1,1,0,1,181.25,288,652000,180000,560000,40000,1432000,melebihi budget,0
BDG-TRV-0193,Garut,2 hari 1 malam,2,3,1882000,standar,motor,standar,mall,santai,Bandung Indah Plaza,mall,Kota Bandung,-6.9089,107.6105,"-6.9089,107.6105","Jl. Merdeka No.56, Citarum, Bandung Wetan, Kota Bandung","Bandung Indah Plaza adalah pusat perbelanjaan di pusat Kota Bandung dengan pilihan fashion, kuliner, hiburan, dan kebutuhan gaya hidup.",1,1,1,1,104.59,232,293000,320000,420000,30000,1063000,sesuai,1
BDG-TRV-0194,Bekasi,2 hari 1 malam,2,5,1960000,standar,motor,nyaman,kuliner,kuliner,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",1,1,1,1,178.27,402,499000,520000,700000,75000,1794000,sesuai,1
BDG-TRV-0195,Cimahi,4 hari 3 malam,4,2,1880000,hemat,motor,hemat,kuliner,kuliner,Cafe D'Pakar Bandung,cafe view,Kota Bandung,-6.8398,107.6537,"-6.8398,107.6537","Dago Pakar, Ciburial, Cimenyan, Bandung","Cafe D'Pakar Bandung adalah tempat wisata kuliner dengan suasana alam sejuk, area outdoor, dan pemandangan pepohonan di kawasan Dago Pakar.",1,1,1,1,11.41,20,32000,540000,560000,40000,1172000,sesuai,1
BDG-TRV-0196,Jakarta,1 hari,1,5,4548000,premium,transportasi umum,tanpa penginapan,cafe view,sejarah,Paris Van Java Mall,mall,Kota Bandung,-6.8893,107.5966,"-6.8893,107.5966","Jl. Sukajadi No.131-139, Cipedes, Sukajadi, Kota Bandung","Paris Van Java Mall adalah pusat belanja bergaya terbuka yang menawarkan kuliner, hiburan, fashion, dan suasana santai di Kota Bandung.",0,0,1,0,174.52,390,628000,0,350000,50000,1028000,sesuai,0
BDG-TRV-0197,Tasikmalaya,3 hari 2 malam,3,4,1900000,standar,motor,standar,kuliner,kuliner,Sudirman Street Bandung,wisata kuliner,Kota Bandung,-6.9177,107.5969,"-6.9177,107.5969","Jl. Jend. Sudirman, Karanganyar, Astanaanyar, Kota Bandung",Sudirman Street Bandung adalah kawasan kuliner malam yang menawarkan berbagai makanan lokal dan suasana street food kota.,1,1,0,1,149.67,319,419000,640000,840000,60000,1959000,melebihi budget,0
BDG-TRV-0198,Bekasi,4 hari 3 malam,4,5,360000,hemat,motor,nyaman,wisata alam,keluarga,Tebing Keraton,wisata alam,Kabupaten Bandung Barat,-6.8341,107.6635,"-6.8341,107.6635","Ciburial, Cimenyan, Kabupaten Bandung Barat",Tebing Keraton adalah destinasi wisata alam dengan pemandangan hutan dan perbukitan yang cocok untuk foto dan menikmati udara sejuk.,1,0,0,1,196.45,435,550000,1560000,1400000,150000,3660000,melebihi budget,0
BDG-TRV-0199,Kota Bandung,3 hari 2 malam,3,2,1897000,standar,transportasi umum,standar,alam,religi,Tangkuban Perahu,gunung,Kabupaten Bandung Barat,-6.7596,107.6098,"-6.7596,107.6098","Cikahuripan, Lembang, Kabupaten Bandung Barat",Tangkuban Perahu adalah kawasan wisata gunung berapi dengan kawah alam yang populer untuk wisata alam dan edukasi geologi.,1,0,1,1,45.25,76,163000,640000,420000,70000,1293000,sesuai,0
BDG-TRV-0200,Bekasi,2 hari 1 malam,2,4,1055000,standar,transportasi umum,nyaman,keluarga,santai,Kampung Gajah Wonderland,wisata tematik,Kabupaten Bandung Barat,-6.8291,107.5933,"-6.8291,107.5933","Jl. Sersan Bajuri, Cihideung, Parongpong, Kabupaten Bandung Barat",Kampung Gajah Wonderland dikenal sebagai kawasan wisata tematik keluarga dengan berbagai wahana dan area rekreasi.,1,1,0,0,363.85,745,1310000,520000,560000,260000,2650000,melebihi budget,0
BDG-TRV-0201,Bogor,2 hari 1 malam,2,2,2890000,premium,motor,nyaman,alam,foto-foto,Curug Cimahi,wisata alam,Kabupaten Bandung Barat,-6.7986,107.5775,"-6.7986,107.5775","Kertawangi, Cisarua, Kabupaten Bandung Barat",Curug Cimahi adalah wisata air terjun di Bandung Barat dengan jalur trekking ringan dan suasana alam yang sejuk.,1,1,1,1,208.66,467,584000,520000,280000,60000,1444000,sesuai,1
BDG-TRV-0202,Garut,4 hari 3 malam,4,4,4462000,standar,mobil,nyaman,alam,healing,Orchid Forest Cikole,wisata alam,Kabupaten Bandung Barat,-6.7806,107.6373,"-6.7806,107.6373","Cikole, Lembang, Kabupaten Bandung Barat","Orchid Forest Cikole adalah wisata alam hutan pinus dengan koleksi anggrek, spot foto, dan suasana sejuk di Lembang.",1,1,1,1,137.83,266,827000,1560000,1120000,120000,3627000,sesuai,1
BDG-TRV-0203,Cimahi,3 hari 2 malam,3,1,1472000,hemat,transportasi umum,nyaman,wisata kuliner,kuliner,Martabak San Francisco Bandung,wisata kuliner,Kota Bandung,-6.9026,107.6092,"-6.9026,107.6092","Jl. Burangrang, Lengkong, Kota Bandung",Martabak San Francisco Bandung adalah destinasi kuliner legendaris yang dikenal dengan pilihan martabak manis dan martabak telur.,1,1,1,1,23.89,35,86000,1040000,210000,15000,1351000,sesuai,1
BDG-TRV-0204,Kota Bandung,1 hari,1,2,2009000,standar,transportasi umum,tanpa penginapan,wisata tematik,edukasi,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",0,0,1,1,64.91,105,234000,0,140000,30000,404000,sesuai,0
BDG-TRV-0205,Bogor,2 hari 1 malam,2,2,1750000,standar,motor,nyaman,wisata religi,foto-foto,Museum Konferensi Asia Afrika,museum,Kota Bandung,-6.921,107.6097,"-6.921,107.6097","Jl. Asia Afrika No.65, Braga, Sumur Bandung, Kota Bandung","Museum Konferensi Asia Afrika menyajikan sejarah Konferensi Asia Afrika dan cocok untuk wisata edukasi, sejarah, serta kunjungan pelajar.",0,1,1,1,180.85,279,506000,520000,280000,30000,1336000,sesuai,0
BDG-TRV-0206,Kabupaten Bandung,3 hari 2 malam,3,4,3498000,premium,motor,nyaman,edukasi,santai,Kebun Binatang Bandung,kebun binatang,Kota Bandung,-6.8902,107.607,"-6.8902,107.607","Jl. Tamansari No.71, Lebak Siliwangi, Coblong, Kota Bandung",Kebun Binatang Bandung adalah wisata edukasi keluarga yang menampilkan berbagai satwa dan area rekreasi di kawasan Tamansari.,1,1,1,1,23.64,44,66000,1040000,840000,200000,2146000,sesuai,1
BDG-TRV-0207,Jakarta,1 hari,1,2,1028000,standar,transportasi umum,tanpa penginapan,museum,budaya,Situ Patenggang,wisata alam,Kabupaten Bandung,-7.166,107.3589,"-7.166,107.3589","Patengan, Rancabali, Kabupaten Bandung","Situ Patenggang adalah danau wisata di kawasan Ciwidey yang cocok untuk menikmati alam, berfoto, dan rekreasi keluarga.",0,0,1,0,221.74,344,798000,0,140000,60000,998000,sesuai,0
BDG-TRV-0208,Kabupaten Bandung,3 hari 2 malam,3,4,3951000,premium,motor,hemat,edukasi,sejarah,Museum Geologi Bandung,museum,Kota Bandung,-6.9007,107.6215,"-6.9007,107.6215","Jl. Diponegoro No.57, Cihaur Geulis, Cibeunying Kaler, Kota Bandung","Museum Geologi Bandung adalah destinasi edukasi yang menampilkan koleksi batuan, mineral, fosil, dan informasi sejarah bumi.",1,1,1,1,25.36,41,71000,360000,840000,60000,1331000,sesuai,1
BDG-TRV-0209,Cimahi,2 hari 1 malam,2,4,1200000,standar,transportasi umum,standar,mall,foto-foto,Martabak San Francisco Bandung,wisata kuliner,Kota Bandung,-6.9026,107.6092,"-6.9026,107.6092","Jl. Burangrang, Lengkong, Kota Bandung",Martabak San Francisco Bandung adalah destinasi kuliner legendaris yang dikenal dengan pilihan martabak manis dan martabak telur.,0,0,1,1,17.57,32,63000,320000,560000,60000,1003000,sesuai,0
BDG-TRV-0210,Kota Bandung,2 hari 1 malam,2,1,2720000,premium,mobil,nyaman,kuliner,alam,Martabak San Francisco Bandung,wisata kuliner,Kota Bandung,-6.9026,107.6092,"-6.9026,107.6092","Jl. Burangrang, Lengkong, Kota Bandung",Martabak San Francisco Bandung adalah destinasi kuliner legendaris yang dikenal dengan pilihan martabak manis dan martabak telur.,1,0,1,1,13.71,22,82000,520000,140000,15000,757000,sesuai,0
BDG-TRV-0211,Depok,2 hari 1 malam,2,4,4138000,premium,mobil,hemat,wisata edukasi,budaya,Sudirman Street Bandung,wisata kuliner,Kota Bandung,-6.9177,107.5969,"-6.9177,107.5969","Jl. Jend. Sudirman, Karanganyar, Astanaanyar, Kota Bandung",Sudirman Street Bandung adalah kawasan kuliner malam yang menawarkan berbagai makanan lokal dan suasana street food kota.,0,0,1,1,201.55,435,1209000,180000,560000,60000,2009000,sesuai,0
BDG-TRV-0212,Tasikmalaya,3 hari 2 malam,3,3,3502000,premium,motor,nyaman,mall,foto-foto,Paris Van Java Mall,mall,Kota Bandung,-6.8893,107.5966,"-6.8893,107.5966","Jl. Sukajadi No.131-139, Cipedes, Sukajadi, Kota Bandung","Paris Van Java Mall adalah pusat belanja bergaya terbuka yang menawarkan kuliner, hiburan, fashion, dan suasana santai di Kota Bandung.",1,1,1,1,136.53,225,382000,1040000,630000,30000,2082000,sesuai,1
BDG-TRV-0213,Depok,2 hari 1 malam,2,5,2148000,hemat,mobil,standar,kuliner,kuliner,Martabak San Francisco Bandung,wisata kuliner,Kota Bandung,-6.9026,107.6092,"-6.9026,107.6092","Jl. Burangrang, Lengkong, Kota Bandung",Martabak San Francisco Bandung adalah destinasi kuliner legendaris yang dikenal dengan pilihan martabak manis dan martabak telur.,1,1,1,1,157.67,286,946000,320000,700000,75000,2041000,sesuai,1
BDG-TRV-0214,Cimahi,3 hari 2 malam,3,5,2760000,standar,transportasi umum,nyaman,wisata edukasi,edukasi,Taman Lalu Lintas Bandung,wisata edukasi,Kota Bandung,-6.9128,107.6169,"-6.9128,107.6169","Jl. Belitung No.1, Merdeka, Sumur Bandung, Kota Bandung",Taman Lalu Lintas Bandung adalah tempat wisata edukasi anak dan keluarga untuk mengenal aturan lalu lintas melalui area bermain dan taman kota.,1,1,1,1,21.61,39,78000,1040000,1050000,125000,2293000,sesuai,1
BDG-TRV-0215,Kabupaten Bandung,3 hari 2 malam,3,2,1433000,hemat,mobil,standar,foto-foto,kuliner,Jalan Braga,wisata kota,Kota Bandung,-6.9175,107.6098,"-6.9175,107.6098","Jl. Braga, Braga, Sumur Bandung, Kota Bandung","Jalan Braga adalah kawasan wisata kota dengan nuansa klasik, bangunan bersejarah, kafe, kuliner, dan spot foto yang populer di Bandung.",1,1,1,1,22.29,35,134000,640000,420000,10000,1204000,sesuai,1
BDG-TRV-0216,Bekasi,2 hari 1 malam,2,1,2528000,premium,motor,nyaman,wisata religi,keluarga,Tangkuban Perahu,gunung,Kabupaten Bandung Barat,-6.7596,107.6098,"-6.7596,107.6098","Cikahuripan, Lembang, Kabupaten Bandung Barat",Tangkuban Perahu adalah kawasan wisata gunung berapi dengan kawah alam yang populer untuk wisata alam dan edukasi geologi.,0,0,1,1,177.11,393,496000,520000,140000,35000,1191000,sesuai,0
BDG-TRV-0217,Tasikmalaya,1 hari,1,5,4355000,premium,transportasi umum,tanpa penginapan,wisata religi,edukasi,Martabak San Francisco Bandung,wisata kuliner,Kota Bandung,-6.9026,107.6092,"-6.9026,107.6092","Jl. Burangrang, Lengkong, Kota Bandung",Martabak San Francisco Bandung adalah destinasi kuliner legendaris yang dikenal dengan pilihan martabak manis dan martabak telur.,0,0,1,0,136.74,276,492000,0,350000,75000,917000,sesuai,0
BDG-TRV-0218,Bekasi,1 hari,1,1,2748000,premium,mobil,tanpa penginapan,wisata tematik,budaya,Bandung Indah Plaza,mall,Kota Bandung,-6.9089,107.6105,"-6.9089,107.6105","Jl. Merdeka No.56, Citarum, Bandung Wetan, Kota Bandung","Bandung Indah Plaza adalah pusat perbelanjaan di pusat Kota Bandung dengan pilihan fashion, kuliner, hiburan, dan kebutuhan gaya hidup.",0,0,1,0,168.9,295,1013000,0,70000,10000,1093000,sesuai,0
BDG-TRV-0219,Bogor,3 hari 2 malam,3,2,1866000,hemat,transportasi umum,hemat,wisata alam,alam,Tebing Keraton,wisata alam,Kabupaten Bandung Barat,-6.8341,107.6635,"-6.8341,107.6635","Ciburial, Cimenyan, Kabupaten Bandung Barat",Tebing Keraton adalah destinasi wisata alam dengan pemandangan hutan dan perbukitan yang cocok untuk foto dan menikmati udara sejuk.,1,1,1,1,229.34,438,826000,360000,420000,60000,1666000,sesuai,1
BDG-TRV-0220,Tasikmalaya,3 hari 2 malam,3,3,2836000,premium,transportasi umum,standar,kuliner,foto-foto,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",1,1,1,0,266.73,472,960000,640000,630000,45000,2275000,sesuai,0
BDG-TRV-0221,Depok,2 hari 1 malam,2,1,1875000,hemat,mobil,standar,foto-foto,foto-foto,Alun-Alun Bandung,wisata kota,Kota Bandung,-6.9218,107.6071,"-6.9218,107.6071","Jl. Asia Afrika, Balonggede, Regol, Kota Bandung","Alun-Alun Bandung adalah ruang publik ikonik di pusat Kota Bandung yang cocok untuk bersantai, berfoto, dan menikmati suasana kota dekat Masjid Raya Bandung.",1,1,1,1,224.93,510,1350000,320000,140000,5000,1815000,sesuai,1
BDG-TRV-0222,Garut,4 hari 3 malam,4,1,4725000,premium,motor,standar,belanja,kuliner,Trans Studio Mall Bandung,mall,Kota Bandung,-6.9254,107.6358,"-6.9254,107.6358","Jl. Gatot Subroto No.289, Cibangkong, Batununggal, Kota Bandung",Trans Studio Mall Bandung adalah pusat perbelanjaan dan hiburan indoor yang terhubung dengan kawasan Trans Studio Bandung.,1,1,1,1,77.42,123,217000,960000,280000,10000,1467000,sesuai,1
BDG-TRV-0223,Tasikmalaya,4 hari 3 malam,4,2,2819000,standar,transportasi umum,standar,wisata alam,healing,Tebing Keraton,wisata alam,Kabupaten Bandung Barat,-6.8341,107.6635,"-6.8341,107.6635","Ciburial, Cimenyan, Kabupaten Bandung Barat",Tebing Keraton adalah destinasi wisata alam dengan pemandangan hutan dan perbukitan yang cocok untuk foto dan menikmati udara sejuk.,1,1,1,1,135.27,212,487000,960000,560000,60000,2067000,sesuai,1
BDG-TRV-0224,Depok,2 hari 1 malam,2,1,1922000,standar,motor,hemat,edukasi,belanja,Museum Geologi Bandung,museum,Kota Bandung,-6.9007,107.6215,"-6.9007,107.6215","Jl. Diponegoro No.57, Cihaur Geulis, Cibeunying Kaler, Kota Bandung","Museum Geologi Bandung adalah destinasi edukasi yang menampilkan koleksi batuan, mineral, fosil, dan informasi sejarah bumi.",1,0,1,1,189.09,387,529000,180000,140000,15000,864000,sesuai,0
BDG-TRV-0225,Garut,1 hari,1,5,1218000,standar,mobil,tanpa penginapan,wisata religi,alam,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",0,0,0,0,144.88,318,869000,0,350000,75000,1294000,melebihi budget,0
BDG-TRV-0226,Depok,2 hari 1 malam,2,1,4586000,premium,mobil,standar,belanja,kuliner,Cihampelas Walk,mall,Kota Bandung,-6.894,107.6042,"-6.894,107.6042","Jl. Cihampelas No.160, Cipaganti, Coblong, Kota Bandung",Cihampelas Walk adalah pusat belanja dan kuliner dengan konsep ruang terbuka yang cocok untuk jalan santai dan hiburan keluarga.,1,1,1,1,185.85,406,1115000,320000,140000,10000,1585000,sesuai,1
BDG-TRV-0227,Jakarta,2 hari 1 malam,2,5,3354000,premium,motor,standar,cafe view,budaya,Paris Van Java Mall,mall,Kota Bandung,-6.8893,107.5966,"-6.8893,107.5966","Jl. Sukajadi No.131-139, Cipedes, Sukajadi, Kota Bandung","Paris Van Java Mall adalah pusat belanja bergaya terbuka yang menawarkan kuliner, hiburan, fashion, dan suasana santai di Kota Bandung.",0,0,1,1,205.65,340,576000,320000,700000,50000,1646000,sesuai,0
BDG-TRV-0228,Jakarta,3 hari 2 malam,3,2,2270000,hemat,mobil,hemat,wisata religi,keluarga,Masjid Raya Bandung,wisata religi,Kota Bandung,-6.9216,107.6068,"-6.9216,107.6068","Jl. Dalem Kaum, Balonggede, Regol, Kota Bandung",Masjid Raya Bandung merupakan destinasi wisata religi di kawasan Alun-Alun Bandung dengan arsitektur megah dan suasana pusat kota yang ramai.,1,1,1,1,170.21,320,1021000,360000,420000,0,1801000,sesuai,1
BDG-TRV-0229,Tasikmalaya,3 hari 2 malam,3,1,2363000,hemat,mobil,hemat,kuliner,kuliner,Sudirman Street Bandung,wisata kuliner,Kota Bandung,-6.9177,107.5969,"-6.9177,107.5969","Jl. Jend. Sudirman, Karanganyar, Astanaanyar, Kota Bandung",Sudirman Street Bandung adalah kawasan kuliner malam yang menawarkan berbagai makanan lokal dan suasana street food kota.,1,1,1,1,156.43,276,939000,360000,210000,15000,1524000,sesuai,1
BDG-TRV-0230,Bogor,1 hari,1,3,2407000,hemat,mobil,tanpa penginapan,alam,foto-foto,Tangkuban Perahu,gunung,Kabupaten Bandung Barat,-6.7596,107.6098,"-6.7596,107.6098","Cikahuripan, Lembang, Kabupaten Bandung Barat",Tangkuban Perahu adalah kawasan wisata gunung berapi dengan kawah alam yang populer untuk wisata alam dan edukasi geologi.,1,1,1,1,217.89,371,1307000,0,210000,105000,1622000,sesuai,1
BDG-TRV-0231,Kota Bandung,2 hari 1 malam,2,3,1324000,hemat,transportasi umum,standar,mall,kuliner,Paskal 23 Bandung,mall,Kota Bandung,-6.9147,107.5918,"-6.9147,107.5918","Jl. Pasir Kaliki No.25-27, Kebon Jeruk, Andir, Kota Bandung",Paskal 23 Bandung adalah pusat perbelanjaan dan kuliner modern yang dekat dengan kawasan stasiun dan pusat kota.,1,1,1,1,19.45,30,70000,320000,420000,30000,840000,sesuai,1
BDG-TRV-0232,Tasikmalaya,1 hari,1,2,2833000,premium,motor,tanpa penginapan,wisata alam,santai,Situ Patenggang,wisata alam,Kabupaten Bandung,-7.166,107.3589,"-7.166,107.3589","Patengan, Rancabali, Kabupaten Bandung","Situ Patenggang adalah danau wisata di kawasan Ciwidey yang cocok untuk menikmati alam, berfoto, dan rekreasi keluarga.",1,1,1,0,250.03,449,700000,0,140000,60000,900000,sesuai,0
BDG-TRV-0233,Kabupaten Bandung,3 hari 2 malam,3,3,1856000,standar,transportasi umum,hemat,wisata kuliner,foto-foto,Martabak San Francisco Bandung,wisata kuliner,Kota Bandung,-6.9026,107.6092,"-6.9026,107.6092","Jl. Burangrang, Lengkong, Kota Bandung",Martabak San Francisco Bandung adalah destinasi kuliner legendaris yang dikenal dengan pilihan martabak manis dan martabak telur.,1,0,1,1,53.43,117,192000,360000,630000,45000,1227000,sesuai,0
BDG-TRV-0234,Depok,4 hari 3 malam,4,1,2129000,standar,transportasi umum,nyaman,wisata kota,sejarah,Sudirman Street Bandung,wisata kuliner,Kota Bandung,-6.9177,107.5969,"-6.9177,107.5969","Jl. Jend. Sudirman, Karanganyar, Astanaanyar, Kota Bandung",Sudirman Street Bandung adalah kawasan kuliner malam yang menawarkan berbagai makanan lokal dan suasana street food kota.,0,0,0,1,202.81,415,730000,1560000,280000,15000,2585000,melebihi budget,0
BDG-TRV-0235,Depok,2 hari 1 malam,2,2,2677000,premium,mobil,nyaman,kuliner,kuliner,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",1,1,1,1,218.9,445,1313000,520000,280000,30000,2143000,sesuai,1
BDG-TRV-0236,Tasikmalaya,2 hari 1 malam,2,3,1349000,hemat,transportasi umum,standar,mall,kuliner,Trans Studio Mall Bandung,mall,Kota Bandung,-6.9254,107.6358,"-6.9254,107.6358","Jl. Gatot Subroto No.289, Cibangkong, Batununggal, Kota Bandung",Trans Studio Mall Bandung adalah pusat perbelanjaan dan hiburan indoor yang terhubung dengan kawasan Trans Studio Bandung.,1,1,1,1,112.59,173,405000,320000,420000,30000,1175000,sesuai,1
